created_at,entities,lang,text,context_annotations.hashtags,context_annotations.user_mentions,public_metrics.likes,keyword
2023-07-12T01:22:14.000Z,[],en,"Dr. Ben Mauck was not just a “healthcare worker.” He was my friend, one of the most skilled hand surgeons we had here in #Memphis. #EndGunViolence #orthopedics https://t.co/hguQX4vLAH","['Memphis', 'EndGunViolence', 'orthopedics']",[],9158,doctor
2023-07-15T10:31:37.000Z,[],en,"It’s clear to me that many (including many HCPs) just don’t understand the role and responsibilities of a doctor. 

It should be mandatory for every healthcare worker to shadow an FY1 on a weekend ward cover/night shift.

I think they might sing a different tune afterwards",[],[],901,doctor
2023-07-11T17:36:32.000Z,[],en,"Okay, so I was 19 when the pandemic started. I caught covid in March 2020, before lockdown, and never recovered. Now I can't work, can't leave the house, and I've had no friends for 3 years.

So which is worse? A few months of lockdown or a lifetime of isolation?",[],[],10839,doctor
2023-07-16T12:46:34.000Z,[],en,"🚨🇺🇸 Florida declare mRNA Covid shots a ‘Bio-Weapon’

Legislation looking to be passed to make it ILLEGAL to administer any mRNA Covid-19 Vaccine to anybody in the state. 

Bravo Florida 👏👏👏 https://t.co/1Pmp6a12vN",[],[],893,doctor
2023-07-15T17:30:00.000Z,[],en,"UK depot supplying missiles to Ukraine goes on strike – media

Key defense employees earn less than supermarket workers, the Daily Mirror reports

https://t.co/1dE9sdReo0 https://t.co/zdshnftB4k",[],[],366,doctor
2023-06-12T13:23:36.000Z,[],en,"Transform your writing everywhere with QuillBot for Chrome! With QuillBot for Chrome, you can write more confidently, efficiently, and flawlessly than ever before. And the best part? It works wherever you do. Get ready to revolutionize your writing. Try QuillBot for Chrome today!",[],[],174,doctor
2023-07-14T19:08:07.000Z,[],en,We can tell you if you’re Gen-z or millennial with this TV show quiz. I got Gen-Z🙄,[],[],10,doctor
2023-07-10T11:12:54.000Z,[],en,"My Summer Maths Adventure for ages 4-11.  Free to all children with love from us ❤️❤️ Open from today

Proud that in the first lockdown when schools closed, we went free to 500,000 children who registered, to help them through that awful time 
❤️❤️
https://t.co/gk8qhswtCU",[],[],2727,doctor
2023-07-16T07:59:52.000Z,[],en,"Sunday morning gold

#Ridge just stumped Kemi Badenoch 🔥

‘The deals worth £1.8bn after 10 years, The Man City bench is worth £5bn when you put it in context, is it gonna make that much difference?’

Kemi stumbles hard 🤣

#Ridge #BBCLauraK #BrexitBrokeBritain https://t.co/cLd1Tk24lu","['Ridge', 'Ridge', 'BBCLauraK', 'BrexitBrokeBritain']",[],3729,doctor
2023-07-15T18:32:30.000Z,[],en,On the outside I might look calm but deep inside I’m just waiting for India to defeat England in World Cup and BCCI to respond to this post. https://t.co/FIkljcGlH4,[],[],7515,doctor
2023-07-16T07:21:18.000Z,[],en,"(WAVE 6 Follow RT &amp; Drop ETH address)

First 3000...

Important important important  !!! Same Wallets will disqualify...

Better to drop different addreses to #Floki2 airdrop waves 🔥🔥🔥

Remember 20% tokens reserved for twitter airdrop waves 👀

#Floki2","['Floki2', 'Floki2']",[],2552,doctor
2023-07-10T05:28:14.000Z,[],en,"He came all the way from #Nepal
Defended us in Jammu Kashmir
fighting against Pakis
Immortalized in #India
#LestWeForgetIndia a Brave #Gurkha

HAVILDAR SAMBUR GURUNG
5/8 #GORKHARIFLES
33 #RASHTRIYARIFLES

on his Balidan Diwas.
He attained Veergati on 10 July,2020
#KnowYourHeroes https://t.co/skp8okLuN6","['Nepal', 'India', 'LestWeForgetIndia', 'Gurkha', 'GORKHARIFLES', 'RASHTRIYARIFLES', 'KnowYourHeroes']",[],289,doctor
2023-07-16T09:47:40.000Z,[],en,"Did I hallucinate the pandemic?

Less than three years ago, we applauded key workers for putting themselves at risk. 

We are now calling those same doctors, nurses and teachers greedy for wanting their pay to keep pace with inflation. 

We live in deeply unserious times.",[],[],201,doctor
2023-07-16T09:36:10.000Z,[],en,"“Remain with your classmates because in the next Nigeria, you will not be a leader unless you attended a school, people know your classmates and you have a certificate.”

Omoh Peter Obi na trouble maker 🤣🤣🤣🤣🤣🤣🤣 https://t.co/rrEKXmbxRb",[],[],2341,doctor
2023-07-16T04:53:54.000Z,[],en,"Odumodu: I turned down the offer to perform at Tinubu’s inauguration.

BATist: Who the hell is Odumodu?

Few months later, Odumodu is the first African Artist to have his song used by an English Premier League club to unveil their RECORD signing.

Now you know him!!!
God lifts… https://t.co/lbkU62POaT",[],[],14097,doctor
2023-07-16T09:15:35.000Z,[],en,Best team in England? https://t.co/zHvgD21sv7,[],[],1440,doctor
2023-07-16T05:38:11.000Z,[],de,"DAYBREAK FRONTLINE / Orangestar
https://t.co/zw66Y50LvS",[],[],586,doctor
2023-07-13T13:11:47.000Z,[],en,Hi! There’s no such thing as crossing a picket line when it comes to healthcare worker strikes! Strike nurses are the only reason we nurses can strike without patient harm and the point is that hospitals have to pay for strike nurses and strike nurses cost them a lot more money,[],[],39,doctor
2023-07-13T18:47:57.000Z,[],en,"🚨MUST WATCH FOOTAGE🚨 

Abandoned Ukrainian soldier found by Russian forces tells his story. 

He was mobilized and forced to go to war. This is the state of the Ukrainian Army. They have run out of troops and are sacrificing civilians to the frontline.

THIS WAR MUST END NOW! https://t.co/gtpFcyVNAl",[],[],80023,doctor
2023-07-16T09:56:03.000Z,[],en,"“THE MIRACLE OF A BROTHER’S SONG”

Karen, mother to 3yr old son, Micheal found out she was heavy with a baby girl.

Micheal began singing to his little sister still in his mummy's ""tummy"" every day, it became a ritual he never missed.

He built a bond of love with his sister… https://t.co/QQg2JA6sG0",[],[],2120,doctor
2023-07-16T13:58:54.000Z,[],en,"Denis Zakaria on Hakim Ziyech: ‘I never saw a left foot like his. ‘Oof, it’s crazy!"" 

Reece James: ""His left foot is unbelievably good."" 

Ashley Cole: 'I would love to play with someone with that quality as Ziyech.  I had the pleasure to play with Lampard who used to find me in… https://t.co/zT9kkFUcEz",[],[],1675,doctor
2023-07-16T09:25:05.000Z,[],en,"""There’s no way by any stretch of the imagination that this child could be mine!"", Joseph is terribly disappointed. He had all the confidence in the world that he had bagged 100% rights to bringing Mary’s virginity story to a climactic conclusion. Suddenly, all that is no more!",[],[],126,doctor
2023-07-11T09:44:19.000Z,[],en,"Nicole Thea died in July 2020 of an underlying heart condition when she was eight months pregnant.

According to the most recent data, Black and ethnic minority women can be around five to six times more likely to die in childbirth. 

Read more here 👉 https://t.co/AlY9W4AAlu https://t.co/eLl3aobwF7",[],[],1186,doctor
2023-07-05T17:49:23.000Z,[],en,"📊 Discover a new way to experience #Wimbledon this year with IBM Match Insights!

🎾 AI unlocks unprecedented insights into player form, match outcomes, and more.

🏆 Game, set, match to innovation!

Check  https://t.co/0scey8MICn

#ArtificialIntelligence
#IBMPartner
#IBM https://t.co/RWTwf8PBsp","['Wimbledon', 'ArtificialIntelligence', 'IBMPartner', 'IBM']",[],231,doctor
2023-07-14T08:51:04.000Z,[],en,"Starmer out flanked by Sunak on public sector pay rises. Sunak able to offer an austerity pay rise because there was zero pushback from opposition party, who put pandering to right wing MSM before our key workers. Shameful. #EstablishmentStooges https://t.co/835rtLM4zY",['EstablishmentStooges'],[],71,doctor
2023-07-16T10:02:31.000Z,[],en,"NEW ARTICLE: Dying of influenza - ""2023 will be deadliest flu season""

why COVID-19 vaccinated young Australians are dying of the flu (including two girls ages 11 and 15)

and how their deaths will be used to push new mRNA Influenza vaccines onto a market that doesn't want them.… https://t.co/FgRKs7fKPx",[],[],1317,doctor
2023-07-15T16:33:43.000Z,[],en,"In July 2020, what happened that day? Can my dear Haruma  escape that disaster? I still can’t believe it. Liar! Miss you ~ dear Haruma ~ I want to see your happy surfing smile again........
Tears never stopped from that moment......#三浦春馬 https://t.co/tPiyHbgyJY",['三浦春馬'],[],114,doctor
2023-07-08T19:34:16.000Z,[],en,"Another healthcare worker dead in their sleep from cardiac arrest.

Stephanie was a nurse in Victoria, BC. Thankfully she was required to be vaccinated.

I don’t have an exact count, but I’ve posted hundreds of Healthcare workers dead in the exact same manner. Where’s the media?! https://t.co/etfe4axpjp",[],[],613,doctor
2023-07-10T14:10:16.000Z,[],en,"Dear @UnderSecStateJ, in Manipur, ethnic minority groups of the Zomi-Kuki tribes have been under attack by state sponsored ethnic cleansing drive of state govt since 3rd May. Over 150 dead, 50k displaced and over 4000 houses burnt. We pray for your intervention in restoring… https://t.co/eb3eSVDwTF",[],['Under Secretary Uzra Zeya'],315,doctor
2023-07-16T08:49:49.000Z,[],en,"COVID-19 and the Vaccines are Products of Corporate and Institutional Fraud.

There is a huge, well-connected, extremely wealthy, and powerful criminal network responsible for all of this. Most people still don't realize what is going on. There wasn't any natural zoonosis. There… https://t.co/UYP4eWbNZk",[],[],774,doctor
2023-07-16T09:21:30.000Z,[],en,"Wait is over The 7th &amp; Grand Wave is here🔥🔥

Specialy limited for First 5000 &amp; 2000 random users...

Along with Token First 5000 will get surprise to their submited wallet 👀

Fill Form : https://t.co/nes1y71hld

Cheated entry will ban from all airdrop waves 👋 

#Floki2",['Floki2'],[],3675,doctor
2023-07-15T21:49:45.000Z,[],en,"(WAVE 4 Follow Rt &amp; Drop ETH address)

First 1000...

Same Wallets will disqualify...

Better to drop different addreses to #Floki2 airdrop waves 🔥🔥🔥

Remember 20% tokens reserved for twitter airdrop waves 👀",['Floki2'],[],1118,doctor
2023-07-15T19:12:55.000Z,[],en,take me back to march 2020. 😩💘 https://t.co/TtP97fDWyD,[],[],181,doctor
2023-07-15T16:01:01.000Z,[],en,"FDA quietly confirms the existence of Graphene Oxide in the Covid-19 shots.

Some people injected this 5 times….. https://t.co/V9fUrXLG1V",[],[],21426,doctor
2023-07-16T07:54:53.000Z,[],en,"Nicaraguan taxi driver complains the Nicaraguan Govt are importing foreign workers - skilled and unskilled - to work on a key infrastructure project. 
Natives won't be able to compete.
BBC reporter nods sympathetically.

When a London or Dublin taxi driver says this, it's racist. https://t.co/XwleCkss2p",[],[],41,doctor
2023-07-14T03:17:03.000Z,[],en,"We are Tibetans not some ethnic minority in China. But yes, we have become a minority in our own country after Chinese flooded our country. https://t.co/pPDNGJwJcw",[],[],22,doctor
2023-07-12T15:15:54.000Z,[],en,"#StebNi after YEARS!!!!! Last was first Lockdown live where he credited her for being there whenever he needed her 💟

Hopefully this would be a good collab ✨

#NitiTaylor  #NitiTaylor𓃵  #stebinben https://t.co/DWXQ5NCr57","['StebNi', 'NitiTaylor', 'NitiTaylor𓃵', 'stebinben']",[],62,doctor
2023-07-16T13:52:22.000Z,[],en,"Tornado Warning including Raymond NH, Barrington NH and  Lee NH until 10:15 AM EDT https://t.co/nWNrKIyQ6u",[],[],38,doctor
2023-07-14T08:00:23.000Z,[],en,"Sweden seems lovely this time of year!
The ‘new Swedes’ that have been imported seem  very friendly…
I’m sure the ‘diverse’ food is totally worth importing Islamic blasphemy laws and becoming an ethnic minority in your own homeland, right? https://t.co/HTQRj7KTlE",[],[],1075,doctor
2023-07-15T12:04:25.000Z,[],fr,England’s most expensive footballers ever 💰 https://t.co/0ubIUEa94y,[],[],29178,nurse
2023-07-15T03:53:54.000Z,[],en,"Glad to announce our first wave of Characters you can play as. We will be working on the other game functions.
Hope everyone is excited!

#PomuPaint #PetraGurin #PetraArt #Dropsights #SonnyBrisko #Briskart #NIJISANJI_EN #NijiRPG https://t.co/hct5hll58G","['PomuPaint', 'PetraGurin', 'PetraArt', 'Dropsights', 'SonnyBrisko', 'Briskart', 'NIJISANJI_EN', 'NijiRPG']",[],8797,nurse
2023-07-16T12:48:15.000Z,[],en,"""Did you say every unmasked healthcare worker here is negligent and pathetic?""

Me: https://t.co/UYBli1EKzt",[],[],13,nurse
2023-07-15T06:03:15.000Z,[],en,Guys the last time he got an event 3* was July 2020 https://t.co/YXw30q1axA,[],[],102,nurse
2023-07-15T23:54:58.000Z,[],en,"People in #KanataCarleton have felt underrepresented by previous Conservative MPPs, and now the PC candidate doesn’t feel our community is worth his time.

I'm a healthcare worker who cares about this community and understands the issues. Please vote for me on July 27! #ONpoli https://t.co/ZFtDJwmRtR","['KanataCarleton', 'ONpoli']",[],157,nurse
2023-07-13T04:52:18.000Z,[],en,"Help, someone dropped their jungwon photocards down a crack, and they got long items from a worker to get it out😭😭 I low key think that the workers thought they dropped their credit card😂😭 https://t.co/XVO19LytJi",[],[],574,nurse
2023-07-14T11:04:55.000Z,[],en,"We're G4S, and we're seeking people who can support Cheltenham's largest employer in various technical capacities. Join us at our recruitment open day.",[],[],605,nurse
2023-07-12T19:01:38.000Z,[],en,"As I have said before, what happened to me must never happen to anyone ever again.

The criminalisation of ethnic minority and migrant women survivors of domestic abuse must end. https://t.co/cxuOqbAonZ",[],[],982,nurse
2023-07-09T21:02:00.000Z,[],en,"Excess Deaths -  Where are all the bodies from BEFORE the first lockdown?

COVID-19 is highly suspected to have been contracted by many of the athletes at the World Games in Wuhan China from October 17-28th, 2019. This would put the initial worldwide spread of COVID-19 as early… https://t.co/HSQaRdnLgm",[],[],1130,nurse
2023-07-08T14:13:11.000Z,[],en,The EU Ambassador raises pertinent points about the GSP Plus program with Pakistan. The key take away is that the EU Parliament along with NGOs world wide are closely monitoring the Human Rights abuse happening to PTI workers and leaders. This crackdown on PTI is not only illegal… https://t.co/GsTHqBCCaK,[],[],10649,nurse
2023-07-16T07:40:14.000Z,[],en,"Those hoping to rejoin the EU, will be devastated today as the United Kingdom joins CPTPP. 

Worth 12 trillion to our economy, 100's of millions of customers

Think EU... but without the Laws and Superstate, without an Army, without Taxes, Without Courts. 

It's all about trade. https://t.co/ixqvlUyWZ4",[],[],1058,nurse
2023-07-16T14:04:20.000Z,[],zh,"search for my nurse, Anastasia; the woman who had take   vb
 #开云体育 #乐鱼体育 #亚博体育 #江南体育 #百家乐 #ag真人 #棋牌 #九游会 #皇马 #PP电子 #尊龙娱乐 #VR彩票 #雷竞技 #BG电子 #王者荣耀 https://t.co/E5DnqayqSy","['开云体育', '乐鱼体育', '亚博体育', '江南体育', '百家乐', 'ag真人', '棋牌', '九游会', '皇马', 'PP电子', '尊龙娱乐', 'VR彩票', '雷竞技', 'BG电子', '王者荣耀']",[],20,nurse
2023-07-16T06:50:14.000Z,[],en,"How long until the full truth of Covid-19 and its dangers is finally acknowledged?

How much continual infection and mass illness must happen, before most people become alarmed?

How many corpses must pile up, before most people begin to suspect that something is seriously wrong?",[],[],231,nurse
2023-06-30T07:00:10.000Z,[],en,"Your little ones deserve a fun mid-term break. Sign them up for the #GoodBreakfastChallenge on https://t.co/cQUXnu40kt for exciting games. 

#BlueBand https://t.co/D1cBG79FRu","['GoodBreakfastChallenge', 'BlueBand']",[],646,nurse
2023-07-16T09:00:00.000Z,[],en,Ian Wright did everything he could to get Declan Rice to join Arsenal 😅 https://t.co/nVOa3ZJP3T,[],[],12077,nurse
2023-06-19T15:00:02.000Z,[],en,"The only real-time generative AI app for video chatting, live streaming, and video creation.",[],[],762,nurse
2023-07-14T15:48:04.000Z,[],he,🚨 Statement from NHS Workers Say NO! https://t.co/Rfsr8cP7AW,[],[],601,nurse
2023-07-16T12:37:20.000Z,[],en,"Let the beauty of what you love be what you do.
~Rumi
#nature #outdoors #quote https://t.co/1MhvEeG9Cx","['nature', 'outdoors', 'quote']",[],207,nurse
2023-07-07T20:09:23.000Z,[],en,"Looks like ex-RTE chief financial officer Breda O'Keeffe received a voluntary redundancy package worth ~€500k when she left in March 2020, but her role wasn't even redundant!
RTE unions are now asking questions.
#DripDrip https://t.co/2ZdzlDUqgm",['DripDrip'],[],625,nurse
2023-07-15T23:49:07.000Z,[],en,"the next slide is titled: EXPLORING YOUR SEXUALITY: HEALTHY, BUT DOES IT HAVE TO BE WITH THE PRINCE OF ENGLAND? https://t.co/qYrnL4JTbT",[],[],4044,nurse
2023-07-08T06:09:41.000Z,[],en,Unbelievably proud teacher moment!!! During the first lockdown I taught gardening to the 12 year old kids in my tutor group at school… remotely- for well-being. A large majority had never grown their own before- neither had their families… I’ve just been sent these photos by… https://t.co/MuLcm9rSkD,[],[],12271,nurse
2023-07-15T23:59:23.000Z,[],en,"🚨🗽🦠⚠️ NYC: yet again we are sleepwalking into a COVID surge. Positivity has suddenly skyrocketed and wastewater is quite high. We are not reporting the cases, but they’re out there. Please treat this as you did the original surge in March 2020 -likely the new Okinawa Variant. https://t.co/uaGKdroa18",[],[],574,nurse
2023-07-16T09:33:59.000Z,[],en,"Maths❤️
I've a FREE Summer Maths Adventure for age 4-11 to join NOW ❤️
Learn with ""Aunty Carol"" to love numbers...happy &amp; fun❤️
500,000 children with us during first lockdown. We went free for months to help children taught at home.
Proud that we did ❤️

https://t.co/gk8qhswtCU",[],[],411,nurse
2023-07-16T14:00:38.000Z,[],en,"This TARDIS runs on pure Kenergy! 💖💖

Did you see the pink TARDIS materialise in London this week? 👀 #DoctorWho https://t.co/4S0gG9RmIl",['DoctorWho'],[],2134,nurse
2023-07-16T04:00:01.000Z,[],en,".@TomFitton: This FBI document shows they had key details on Biden corruption since July 2020!
READ: https://t.co/XwzadrhZck https://t.co/jgCg8qjDWF",[],['Tom Fitton'],450,nurse
2023-07-15T09:59:10.000Z,[],en,"Just Stop Oil spokesman, Jane Touil, on TalkRadio, 
says people who use use oil products are guilty of genocide.

Note, her microfleece, glasses, and jacket zips are made from petroleum. https://t.co/lPIoG25XtG",[],[],7713,nurse
2023-07-09T12:59:38.000Z,[],en,Don’t forget the weather in the first Lockdown! This is the Climate Change scam! downpour of hail..all man made with Stratospheric aerosol injection. Our summer is up above there #StratosphericAerosolInjection #SAI #GeoEngineering #SRM https://t.co/WayG5uMiMZ,"['StratosphericAerosolInjection', 'SAI', 'GeoEngineering', 'SRM']",[],190,nurse
2023-07-07T12:46:48.000Z,[],en,On the repeated and passionate appeals of imran khan the masses finally stormed the streets to break the fear of slavery and bring revolution !!! https://t.co/wyS6U60nN4,[],[],3483,nurse
2023-07-16T05:45:57.000Z,[],en,Looks like we are just going to have Armando Broja &amp; Nicolas Jackson as our strikers when the season starts. Both great strikers with great potential. Are you happy with this? https://t.co/1UzYgITz0q,[],[],4652,nurse
2023-07-14T12:43:33.000Z,[],en,chainsaw frontline pt 2 https://t.co/KfJlmhKrF7,[],[],696,nurse
2023-07-15T19:35:43.000Z,[],en,"When you look at the chain of funding of lobbyists, think tanks and the smear campaigns that were waged on Jeremy Corbyn... you realise clearly that they knew he’d end profiteering and the gravy train

We’re talking £10s Billions he’d have saved the NHS

 https://t.co/SptcL56GlQ",[],[],1110,nurse
2023-07-12T01:22:14.000Z,[],en,"Dr. Ben Mauck was not just a “healthcare worker.” He was my friend, one of the most skilled hand surgeons we had here in #Memphis. #EndGunViolence #orthopedics https://t.co/hguQX4vLAH","['Memphis', 'EndGunViolence', 'orthopedics']",[],9158,nurse
2023-07-15T10:31:37.000Z,[],en,"It’s clear to me that many (including many HCPs) just don’t understand the role and responsibilities of a doctor. 

It should be mandatory for every healthcare worker to shadow an FY1 on a weekend ward cover/night shift.

I think they might sing a different tune afterwards",[],[],901,nurse
2023-07-11T17:36:32.000Z,[],en,"Okay, so I was 19 when the pandemic started. I caught covid in March 2020, before lockdown, and never recovered. Now I can't work, can't leave the house, and I've had no friends for 3 years.

So which is worse? A few months of lockdown or a lifetime of isolation?",[],[],10839,nurse
2023-07-16T12:46:34.000Z,[],en,"🚨🇺🇸 Florida declare mRNA Covid shots a ‘Bio-Weapon’

Legislation looking to be passed to make it ILLEGAL to administer any mRNA Covid-19 Vaccine to anybody in the state. 

Bravo Florida 👏👏👏 https://t.co/1Pmp6a12vN",[],[],897,nurse
2023-07-15T17:30:00.000Z,[],en,"UK depot supplying missiles to Ukraine goes on strike – media

Key defense employees earn less than supermarket workers, the Daily Mirror reports

https://t.co/1dE9sdReo0 https://t.co/zdshnftB4k",[],[],366,nurse
2023-06-12T13:23:36.000Z,[],en,"Transform your writing everywhere with QuillBot for Chrome! With QuillBot for Chrome, you can write more confidently, efficiently, and flawlessly than ever before. And the best part? It works wherever you do. Get ready to revolutionize your writing. Try QuillBot for Chrome today!",[],[],174,nurse
2023-07-14T19:08:07.000Z,[],en,We can tell you if you’re Gen-z or millennial with this TV show quiz. I got Gen-Z🙄,[],[],10,nurse
2023-07-10T11:12:54.000Z,[],en,"My Summer Maths Adventure for ages 4-11.  Free to all children with love from us ❤️❤️ Open from today

Proud that in the first lockdown when schools closed, we went free to 500,000 children who registered, to help them through that awful time 
❤️❤️
https://t.co/gk8qhswtCU",[],[],2727,nurse
2023-07-16T07:59:52.000Z,[],en,"Sunday morning gold

#Ridge just stumped Kemi Badenoch 🔥

‘The deals worth £1.8bn after 10 years, The Man City bench is worth £5bn when you put it in context, is it gonna make that much difference?’

Kemi stumbles hard 🤣

#Ridge #BBCLauraK #BrexitBrokeBritain https://t.co/cLd1Tk24lu","['Ridge', 'Ridge', 'BBCLauraK', 'BrexitBrokeBritain']",[],3734,nurse
2023-07-15T18:32:30.000Z,[],en,On the outside I might look calm but deep inside I’m just waiting for India to defeat England in World Cup and BCCI to respond to this post. https://t.co/FIkljcGlH4,[],[],7527,nurse
2023-07-16T07:21:18.000Z,[],en,"(WAVE 6 Follow RT &amp; Drop ETH address)

First 3000...

Important important important  !!! Same Wallets will disqualify...

Better to drop different addreses to #Floki2 airdrop waves 🔥🔥🔥

Remember 20% tokens reserved for twitter airdrop waves 👀

#Floki2","['Floki2', 'Floki2']",[],2552,nurse
2023-07-10T05:28:14.000Z,[],en,"He came all the way from #Nepal
Defended us in Jammu Kashmir
fighting against Pakis
Immortalized in #India
#LestWeForgetIndia a Brave #Gurkha

HAVILDAR SAMBUR GURUNG
5/8 #GORKHARIFLES
33 #RASHTRIYARIFLES

on his Balidan Diwas.
He attained Veergati on 10 July,2020
#KnowYourHeroes https://t.co/skp8okLuN6","['Nepal', 'India', 'LestWeForgetIndia', 'Gurkha', 'GORKHARIFLES', 'RASHTRIYARIFLES', 'KnowYourHeroes']",[],289,nurse
2023-07-16T09:47:40.000Z,[],en,"Did I hallucinate the pandemic?

Less than three years ago, we applauded key workers for putting themselves at risk. 

We are now calling those same doctors, nurses and teachers greedy for wanting their pay to keep pace with inflation. 

We live in deeply unserious times.",[],[],202,nurse
2023-07-16T09:36:10.000Z,[],en,"“Remain with your classmates because in the next Nigeria, you will not be a leader unless you attended a school, people know your classmates and you have a certificate.”

Omoh Peter Obi na trouble maker 🤣🤣🤣🤣🤣🤣🤣 https://t.co/rrEKXmbxRb",[],[],2351,nurse
2023-07-16T04:53:54.000Z,[],en,"Odumodu: I turned down the offer to perform at Tinubu’s inauguration.

BATist: Who the hell is Odumodu?

Few months later, Odumodu is the first African Artist to have his song used by an English Premier League club to unveil their RECORD signing.

Now you know him!!!
God lifts… https://t.co/lbkU62POaT",[],[],14114,nurse
2023-07-16T09:15:35.000Z,[],en,Best team in England? https://t.co/zHvgD21sv7,[],[],1444,nurse
2023-07-16T05:38:11.000Z,[],de,"DAYBREAK FRONTLINE / Orangestar
https://t.co/zw66Y50LvS",[],[],587,nurse
2023-07-13T13:11:47.000Z,[],en,Hi! There’s no such thing as crossing a picket line when it comes to healthcare worker strikes! Strike nurses are the only reason we nurses can strike without patient harm and the point is that hospitals have to pay for strike nurses and strike nurses cost them a lot more money,[],[],39,nurse
2023-07-13T18:47:57.000Z,[],en,"🚨MUST WATCH FOOTAGE🚨 

Abandoned Ukrainian soldier found by Russian forces tells his story. 

He was mobilized and forced to go to war. This is the state of the Ukrainian Army. They have run out of troops and are sacrificing civilians to the frontline.

THIS WAR MUST END NOW! https://t.co/gtpFcyVNAl",[],[],80023,nurse
2023-07-16T09:56:03.000Z,[],en,"“THE MIRACLE OF A BROTHER’S SONG”

Karen, mother to 3yr old son, Micheal found out she was heavy with a baby girl.

Micheal began singing to his little sister still in his mummy's ""tummy"" every day, it became a ritual he never missed.

He built a bond of love with his sister… https://t.co/QQg2JA6sG0",[],[],2127,nurse
2023-07-16T13:58:54.000Z,[],en,"Denis Zakaria on Hakim Ziyech: ‘I never saw a left foot like his. ‘Oof, it’s crazy!"" 

Reece James: ""His left foot is unbelievably good."" 

Ashley Cole: 'I would love to play with someone with that quality as Ziyech.  I had the pleasure to play with Lampard who used to find me in… https://t.co/zT9kkFUcEz",[],[],1696,nurse
2023-07-16T09:25:05.000Z,[],en,"""There’s no way by any stretch of the imagination that this child could be mine!"", Joseph is terribly disappointed. He had all the confidence in the world that he had bagged 100% rights to bringing Mary’s virginity story to a climactic conclusion. Suddenly, all that is no more!",[],[],126,nurse
2023-07-11T09:44:19.000Z,[],en,"Nicole Thea died in July 2020 of an underlying heart condition when she was eight months pregnant.

According to the most recent data, Black and ethnic minority women can be around five to six times more likely to die in childbirth. 

Read more here 👉 https://t.co/AlY9W4AAlu https://t.co/eLl3aobwF7",[],[],1186,nurse
2023-07-05T17:49:23.000Z,[],en,"📊 Discover a new way to experience #Wimbledon this year with IBM Match Insights!

🎾 AI unlocks unprecedented insights into player form, match outcomes, and more.

🏆 Game, set, match to innovation!

Check  https://t.co/0scey8MICn

#ArtificialIntelligence
#IBMPartner
#IBM https://t.co/RWTwf8PBsp","['Wimbledon', 'ArtificialIntelligence', 'IBMPartner', 'IBM']",[],231,nurse
2023-07-14T08:51:04.000Z,[],en,"Starmer out flanked by Sunak on public sector pay rises. Sunak able to offer an austerity pay rise because there was zero pushback from opposition party, who put pandering to right wing MSM before our key workers. Shameful. #EstablishmentStooges https://t.co/835rtLM4zY",['EstablishmentStooges'],[],71,nurse
2023-07-16T10:02:31.000Z,[],en,"NEW ARTICLE: Dying of influenza - ""2023 will be deadliest flu season""

why COVID-19 vaccinated young Australians are dying of the flu (including two girls ages 11 and 15)

and how their deaths will be used to push new mRNA Influenza vaccines onto a market that doesn't want them.… https://t.co/FgRKs7fKPx",[],[],1322,nurse
2023-07-15T16:33:43.000Z,[],en,"In July 2020, what happened that day? Can my dear Haruma  escape that disaster? I still can’t believe it. Liar! Miss you ~ dear Haruma ~ I want to see your happy surfing smile again........
Tears never stopped from that moment......#三浦春馬 https://t.co/tPiyHbgyJY",['三浦春馬'],[],114,nurse
2023-07-08T19:34:16.000Z,[],en,"Another healthcare worker dead in their sleep from cardiac arrest.

Stephanie was a nurse in Victoria, BC. Thankfully she was required to be vaccinated.

I don’t have an exact count, but I’ve posted hundreds of Healthcare workers dead in the exact same manner. Where’s the media?! https://t.co/etfe4axpjp",[],[],613,nurse
2023-07-10T14:10:16.000Z,[],en,"Dear @UnderSecStateJ, in Manipur, ethnic minority groups of the Zomi-Kuki tribes have been under attack by state sponsored ethnic cleansing drive of state govt since 3rd May. Over 150 dead, 50k displaced and over 4000 houses burnt. We pray for your intervention in restoring… https://t.co/eb3eSVDwTF",[],['Under Secretary Uzra Zeya'],315,nurse
2023-07-16T08:49:49.000Z,[],en,"COVID-19 and the Vaccines are Products of Corporate and Institutional Fraud.

There is a huge, well-connected, extremely wealthy, and powerful criminal network responsible for all of this. Most people still don't realize what is going on. There wasn't any natural zoonosis. There… https://t.co/UYP4eWbNZk",[],[],775,nurse
2023-07-16T09:21:30.000Z,[],en,"Wait is over The 7th &amp; Grand Wave is here🔥🔥

Specialy limited for First 5000 &amp; 2000 random users...

Along with Token First 5000 will get surprise to their submited wallet 👀

Fill Form : https://t.co/nes1y71hld

Cheated entry will ban from all airdrop waves 👋 

#Floki2",['Floki2'],[],3678,nurse
2023-07-15T21:49:45.000Z,[],en,"(WAVE 4 Follow Rt &amp; Drop ETH address)

First 1000...

Same Wallets will disqualify...

Better to drop different addreses to #Floki2 airdrop waves 🔥🔥🔥

Remember 20% tokens reserved for twitter airdrop waves 👀",['Floki2'],[],1118,nurse
2023-07-15T19:12:55.000Z,[],en,take me back to march 2020. 😩💘 https://t.co/TtP97fDWyD,[],[],181,nurse
